Image,Image area,Number of edges,Length of bounded box,Width of bounded box,Area of bounded box,Difference of area,Percentage filled area,Compactness factor,Complexity Level,Design family,DBSCAN_Labels
637,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
638,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
639,114544.0,8,338,452,152776,38232.0,25.0248730167042,74.79061777492521,2,1,8
640,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
641,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
642,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
643,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
644,145210.5,4,338,453,153114,7903.5,5.161840197499902,93.21268053051772,1,4,16
645,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
646,101366.0,8,337,452,152324,50958.0,33.45369081694283,72.41142124792061,2,3,5
647,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
648,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
649,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
650,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
651,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
652,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
653,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
654,108590.0,10,338,452,152776,44186.0,28.92208200240876,70.3452941227525,2,1,-1
655,103155.5,10,338,452,152776,49620.5,32.47925066764413,73.87175212499213,2,1,46
656,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
657,124368.5,9,337,452,152324,27955.5,18.35265618024737,82.27180492357601,2,0,24
658,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
659,120317.0,4,337,452,152324,32007.0,21.012447152123105,80.74250971744243,2,0,-1
660,103155.5,10,338,452,152776,49620.5,32.47925066764413,73.87175212499213,2,1,46
661,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
662,103155.5,10,338,452,152776,49620.5,32.47925066764413,73.87175212499213,2,1,46
663,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
664,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
665,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
666,74618.0,9,338,452,152776,78158.0,51.15855893595853,47.10484724519679,0,5,39
667,133496.5,7,338,452,152776,19279.5,12.61945593548725,84.14256777374811,1,0,4
668,124368.5,9,337,452,152324,27955.5,18.35265618024737,82.27180492357601,2,0,24
669,147237.0,5,338,453,153114,5877.0,3.838316548454093,94.92707334836304,1,4,1
670,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
671,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
672,147237.0,5,338,453,153114,5877.0,3.838316548454093,94.92707334836304,1,4,1
673,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
674,131935.0,7,338,452,152776,20841.0,13.64154055610829,83.00819646291959,1,0,4
675,134560.0,5,338,452,152776,18216.0,11.923338744305388,90.38397720845144,1,2,1
676,147972.0,4,338,452,152776,4804.0,3.1444729538670995,93.521441637874,1,4,16
677,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
678,120954.5,5,337,452,152324,31369.5,20.59393135684462,81.33018289754796,2,0,19
679,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
680,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
681,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
682,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
683,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
684,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
685,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
686,144071.5,4,338,452,152776,8704.5,5.69755720793842,92.57154938791956,1,4,16
687,125126.0,9,338,452,152776,27650.0,18.098392417657223,81.95212106928051,2,0,24
688,74618.0,9,338,452,152776,78158.0,51.15855893595853,47.10484724519679,0,5,39
689,134844.5,4,338,452,152776,17931.5,11.737118395559513,88.14962676390897,1,2,27
690,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
691,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
692,120380.5,5,337,452,152324,31943.5,20.970759696436545,81.69768031077992,2,0,19
693,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
694,102062.5,6,338,452,152776,50713.5,33.1946771744253,66.48864366254892,2,1,21
695,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
696,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
697,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
698,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
699,147237.0,5,338,453,153114,5877.0,3.838316548454093,94.92707334836304,1,4,1
700,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
701,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
702,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
703,145683.5,4,338,452,152776,7092.5,4.642417657223648,93.39640099228974,1,4,16
704,149030.5,4,338,453,153114,4083.5,2.666967096411824,94.89203841101175,1,4,16
705,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
706,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
707,147237.0,5,338,453,153114,5877.0,3.838316548454093,94.92707334836304,1,4,1
708,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
709,144354.5,4,338,452,152776,8421.5,5.512318688799287,93.13297165938448,1,4,16
710,148230.0,4,338,452,152776,4546.0,2.975598261507043,94.55868276128884,1,4,16
711,145583.5,5,338,453,153114,7530.5,4.9182308606659095,96.09613376000992,1,0,1
712,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
713,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
714,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
715,96831.0,6,338,452,152776,55945.0,36.61897156621458,67.62429962285125,0,1,21
716,103155.5,10,338,452,152776,49620.5,32.47925066764413,73.87175212499213,2,1,46
717,95823.0,7,338,452,152776,56953.0,37.2787610619469,70.6274254848515,0,1,3
718,101584.5,6,338,452,152776,51191.5,33.50755354244122,74.32976542510427,2,1,-1
719,135504.0,4,337,452,152324,16820.0,11.042252041700586,88.4592846889227,1,4,27
720,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
721,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
722,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
723,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
724,97663.0,6,338,452,152776,55113.0,36.07438341100696,70.91845426310539,0,1,21
725,145210.5,4,338,453,153114,7903.5,5.161840197499902,93.21268053051772,1,4,16
726,99216.5,6,338,452,152776,53559.5,35.05753521495522,68.91691169985813,0,1,21
727,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
728,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
729,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
730,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
731,146589.5,4,338,452,152776,6186.5,4.049392574749961,93.93590006760286,1,4,16
732,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
733,120380.5,5,337,452,152324,31943.5,20.970759696436545,81.69768031077992,2,0,19
734,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
735,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
736,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
737,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
738,149173.0,4,338,452,152776,3603.0,2.3583547154003246,95.14803938246128,1,4,16
739,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
740,151500.5,4,338,453,153114,1613.5,1.0537899865459723,96.64756237688896,1,4,16
741,150708.0,4,338,453,153114,2406.0,1.5713781888005016,95.44699792590664,1,4,16
742,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
743,108055.5,6,338,452,152776,44720.5,29.271940618945383,70.28819006749032,2,1,9
744,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
745,106840.5,6,338,453,153114,46273.5,30.22159959246052,75.52754000494907,2,1,2
746,106631.5,9,337,452,152324,45692.5,29.996914471783832,72.4866168744297,2,3,22
747,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
748,148565.5,4,338,452,152776,4210.5,2.7559957061318534,94.86689059848013,1,4,16
749,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
750,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
751,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
752,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
753,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
754,102062.5,6,338,452,152776,50713.5,33.1946771744253,66.48864366254892,2,1,21
755,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
756,147322.0,4,338,452,152776,5454.0,3.5699324501230563,94.44074372225155,1,4,16
757,106543.5,7,338,452,152776,46232.5,30.261624862543854,70.30425759472013,2,1,3
758,135504.0,4,337,452,152324,16820.0,11.042252041700586,88.4592846889227,1,4,27
759,143973.0,4,338,452,152776,8803.0,5.762030685447976,92.66221465288103,1,4,16
760,81582.0,9,338,452,152776,71194.0,46.60025134837933,55.53853749928784,0,3,44
761,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
762,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
763,130412.0,4,338,452,152776,22364.0,14.638424883489554,87.13441232605925,1,2,27
764,124548.5,8,338,452,152776,28227.5,18.476396816253864,82.24098065847853,2,0,-1
765,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
766,102867.5,7,337,452,152324,49456.5,32.46796302618103,72.14792831654782,2,3,3
767,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
768,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
769,146698.0,8,338,452,152776,6078.0,3.978373566528774,95.97822895532713,1,0,34
770,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
771,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
772,90646.0,9,338,452,152776,62130.0,40.667382311357805,59.04749547938558,0,3,7
773,93482.5,7,337,452,152324,58841.5,38.62917202804548,65.24817831284099,0,3,35
774,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
775,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
776,144071.5,4,338,452,152776,8704.5,5.69755720793842,92.57154938791956,1,4,16
777,148230.0,4,338,452,152776,4546.0,2.975598261507043,94.55868276128884,1,4,16
778,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
779,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
780,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
781,146589.5,4,338,452,152776,6186.5,4.049392574749961,93.93590006760286,1,4,16
782,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
783,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
784,147972.0,4,338,452,152776,4804.0,3.1444729538670995,93.521441637874,1,4,16
785,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
786,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
787,139479.5,5,338,452,152776,13296.5,8.70326491071896,91.59196371022756,1,4,1
788,145464.5,4,338,452,152776,7311.5,4.785764779808347,93.39629915529616,1,4,16
789,81086.5,6,338,452,152776,71689.5,46.9245823951406,51.408534719425305,0,5,43
790,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
791,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
792,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
793,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
794,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
795,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
796,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
797,98571.5,6,338,452,152776,54204.5,35.47972194585537,68.35763012331073,0,1,21
798,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
799,129910.5,5,338,452,152776,22865.5,14.966683248677803,86.23236025006362,1,2,1
800,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
801,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
802,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
803,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
804,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
805,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
806,137337.0,5,337,453,152661,15324.0,10.037927171969264,90.2485240195154,1,4,1
807,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
808,100068.0,9,338,452,152776,52708.0,34.50018327485992,68.25192654215468,0,1,42
809,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
810,149326.0,4,338,452,152776,3450.0,2.258208095512384,95.24562842354456,1,4,16
811,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
812,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
813,130978.5,7,338,452,152776,21797.5,14.26762056867571,83.96204892802508,1,0,4
814,120317.0,4,337,452,152324,32007.0,21.012447152123105,80.74250971744243,2,0,-1
815,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
816,97455.0,10,338,452,152776,55321.0,36.21053044980887,63.08069242628622,0,1,-1
817,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
818,81086.5,6,338,452,152776,71689.5,46.9245823951406,51.408534719425305,0,5,43
819,146698.0,8,338,452,152776,6078.0,3.978373566528774,95.97822895532713,1,0,34
820,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
821,140482.5,6,338,452,152776,12293.5,8.046748180342462,90.28055276128607,1,0,40
822,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
823,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
824,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
825,122602.0,5,338,453,153114,30512.0,19.92763561790561,79.28688722942714,2,2,19
826,141998.5,7,338,452,152776,10777.5,7.054445724459339,92.70508577372296,1,0,18
827,133496.5,7,338,452,152776,19279.5,12.61945593548725,84.14256777374811,1,0,4
828,148276.0,4,338,452,152776,4500.0,2.9454888202335447,94.546634665808,1,4,16
829,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
830,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
831,151348.5,4,338,453,153114,1765.5,1.1530624240761784,96.5505961730223,1,4,16
832,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
833,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
834,149564.0,4,338,452,152776,3212.0,2.102424464575588,94.49512079110087,1,4,16
835,122518.0,7,338,452,152776,30258.0,19.805466827250356,85.40673059593855,2,2,4
836,136323.5,5,338,452,152776,16452.5,10.76903440330942,89.86519693338407,1,4,1
837,133495.0,4,337,453,152661,19166.0,12.554614472589597,87.41520422847037,1,0,27
838,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
839,112515.5,10,337,452,152324,39808.5,26.134095743284053,75.35474352831602,2,3,13
840,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
841,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
842,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
843,144021.5,4,338,452,152776,8754.5,5.73028486149657,92.65849582476176,1,4,16
844,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
845,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
846,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
847,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
848,147644.5,4,338,453,153114,5469.5,3.57217498073331,94.42005698812586,1,4,16
849,149564.0,4,338,452,152776,3212.0,2.102424464575588,94.49512079110087,1,4,16
850,141032.5,5,338,452,152776,11743.5,7.686743991202808,92.51974515543198,1,4,1
851,136562.0,5,338,452,152776,16214.0,10.612923495837045,89.91825065865171,1,4,1
852,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
853,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
854,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
855,133347.5,7,338,452,152776,19428.5,12.716984343090536,85.58393014336846,1,0,4
856,108358.0,7,337,452,152324,43966.0,28.86347522386492,79.92857229511831,2,3,11
857,108069.0,5,337,452,152324,44255.0,29.053202384391163,75.84496865880092,2,3,41
858,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
859,149030.5,4,338,453,153114,4083.5,2.666967096411824,94.89203841101175,1,4,16
860,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
861,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
862,145867.5,5,338,453,153114,7246.5,4.732748148438418,94.34393101184736,1,4,1
863,148035.0,4,338,453,153114,5079.0,3.3171362514205107,94.56351042859114,1,4,16
864,131174.0,5,338,452,152776,21602.0,14.13965544326334,90.03113563622311,1,2,1
865,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
866,135768.0,4,337,452,152324,16556.0,10.868937265302907,88.94358125958998,1,4,27
867,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
868,145584.5,4,338,452,152776,7191.5,4.707218411268785,93.21341637889012,1,4,16
869,128253.0,9,338,452,152776,24523.0,16.05160496413049,83.26766320045496,1,0,24
870,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
871,140398.5,4,338,452,152776,12377.5,8.101730638320156,90.96821595292155,1,4,16
872,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
873,124368.5,9,337,452,152324,27955.5,18.35265618024737,82.27180492357601,2,0,24
874,138961.5,7,338,452,152776,13814.5,9.0423234015814,90.3767177326734,1,0,18
875,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
876,147644.5,4,338,453,153114,5469.5,3.57217498073331,94.42005698812586,1,4,16
877,114561.5,11,338,452,152776,38214.5,25.013418337958843,72.24606028202862,2,1,23
878,99182.0,7,338,453,153114,53932.0,35.22342829525713,71.67348867959417,0,1,3
879,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
880,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
881,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
882,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
883,91149.0,6,337,452,152324,61175.0,40.16110396260603,70.37952538532834,0,3,25
884,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
885,133719.0,6,338,452,152776,19057.0,12.47381787715348,85.12190791801946,1,0,0
886,106509.0,8,338,452,152776,46267.0,30.28420694349898,66.98225764817957,2,1,36
887,147644.5,4,338,453,153114,5469.5,3.57217498073331,94.42005698812586,1,4,16
888,145683.5,4,338,452,152776,7092.5,4.642417657223648,93.39640099228974,1,4,16
889,107153.0,7,338,452,152776,45623.0,29.86267476567,70.57005431303384,2,1,3
890,146948.0,4,338,452,152776,5828.0,3.8147352987380216,94.10104391120628,1,4,16
891,128018.5,7,337,452,152324,24305.5,15.95644809747643,84.96846662036573,1,0,4
892,81582.0,9,338,452,152776,71194.0,46.60025134837933,55.53853749928784,0,3,44
893,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
894,122851.5,6,338,453,153114,30262.5,19.764685136564918,78.97891322604096,2,2,10
895,147436.5,4,338,452,152776,5339.5,3.494986123474892,94.08765336708736,1,4,16
896,104465.0,8,338,452,152776,48311.0,31.62211342095617,70.98392944433286,2,1,5
897,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
898,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
899,107566.5,8,337,452,152324,44757.5,29.383091305375387,73.4715793388593,2,3,26
900,105330.5,11,338,452,152776,47445.5,31.055597737864588,70.95999349763495,2,1,17
901,149564.0,4,338,452,152776,3212.0,2.102424464575588,94.49512079110087,1,4,16
902,139304.0,5,338,452,152776,13472.0,8.818138974708068,91.29261043930126,1,4,1
903,128805.5,5,338,452,152776,23970.5,15.68996439231293,86.4118437067804,1,2,1
904,141032.5,5,338,452,152776,11743.5,7.686743991202808,92.51974515543198,1,4,1
905,97663.0,6,338,452,152776,55113.0,36.07438341100696,70.91845426310539,0,1,21
906,111372.0,8,338,452,152776,41404.0,27.101115358433265,82.27317714620733,2,1,6
907,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
908,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
909,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
910,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
911,71113.5,8,338,452,152776,81662.5,53.45244017384929,44.573009613548365,0,5,32
912,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
913,107350.0,6,338,452,152776,45426.0,29.73372781065089,75.49204276136996,2,1,2
914,111976.0,8,338,452,152776,40800.0,26.7057653034508,82.89256440912142,2,1,6
915,126133.0,4,338,452,152776,26643.0,17.439257474996072,83.83525774049993,1,0,29
916,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
917,110290.0,4,338,452,152776,42486.0,27.80934178143164,76.77246191763132,2,1,20
918,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
919,127334.0,7,337,452,152324,24990.0,16.405819174916626,82.94183994594007,1,0,4
920,133347.5,7,338,452,152776,19428.5,12.716984343090536,85.58393014336846,1,0,4
921,139570.5,6,338,452,152776,13205.5,8.643700581243127,88.65081911865245,1,0,40
922,134844.5,4,338,452,152776,17931.5,11.737118395559513,88.14962676390897,1,2,27
923,135676.0,7,338,453,153114,17438.0,11.388899774024583,86.50509429337457,1,0,4
924,93482.5,7,337,452,152324,58841.5,38.62917202804548,65.24817831284099,0,3,35
925,114131.5,5,338,452,152776,38644.5,25.29487615855894,79.30377255468858,2,1,14
926,148230.0,4,338,452,152776,4546.0,2.975598261507043,94.55868276128884,1,4,16
927,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
928,84082.5,7,338,452,152776,68693.5,44.96354139393622,60.372343083735146,0,3,30
929,99751.0,8,337,452,152324,52573.0,34.513930831648324,71.30717536339064,0,3,5
930,149843.5,6,338,454,153452,3608.5,2.351549670255194,97.95467062866588,1,4,15
931,132590.0,5,338,452,152776,20186.0,13.212808294496517,88.511945515875,1,2,1
932,134844.5,4,338,452,152776,17931.5,11.737118395559513,88.14962676390897,1,2,27
933,97957.5,5,337,452,152324,54366.5,35.6913552690318,70.88591055887821,0,3,37
934,90646.0,9,338,452,152776,62130.0,40.667382311357805,59.04749547938558,0,3,7
935,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
936,132701.5,6,338,452,152776,20074.5,13.139825627061844,84.72920160505231,1,0,0
937,75978.5,3,337,452,152324,76345.5,50.12046689950369,55.03335680490013,0,5,12
938,107953.5,6,338,452,152776,44822.5,29.33870503220401,69.48144117184621,2,1,9
939,74618.0,9,338,452,152776,78158.0,51.15855893595853,47.10484724519679,0,5,39
940,134560.0,5,338,452,152776,18216.0,11.923338744305388,90.38397720845144,1,2,1
941,144463.5,4,338,452,152776,8312.5,5.44097240404252,92.98391927117932,1,4,16
942,88761.0,12,338,452,152776,64015.0,41.90121485050008,56.74422824950924,0,3,45
943,144354.5,4,338,452,152776,8421.5,5.512318688799287,93.13297165938448,1,4,16
944,135697.5,7,338,453,153114,17416.5,11.374857948979193,86.33087263715902,1,0,4
945,123932.5,7,337,452,152324,28391.5,18.638888159449596,82.01368076426313,2,0,4
946,123434.0,4,337,452,152324,28890.0,18.96615109897324,83.20762718334522,2,0,29
947,119329.5,8,338,452,152776,33446.5,21.89250929465361,85.9181466210694,2,2,38
948,129387.5,4,337,452,152324,22936.5,15.057705942596044,85.97639794419511,1,0,27
949,76014.5,3,337,452,152324,76309.5,50.09683306635855,54.90036911018557,0,5,12
950,126584.5,7,338,452,152776,26191.5,17.143726763365976,89.47749341489352,1,2,31
951,148808.0,4,338,452,152776,3968.0,2.597266586374823,94.66512303884448,1,4,16
952,105047.0,9,338,452,152776,47729.0,31.2411635335393,77.71556796616149,2,1,33
953,149173.0,4,338,452,152776,3603.0,2.3583547154003246,95.14803938246128,1,4,16
954,146589.5,4,338,452,152776,6186.5,4.049392574749961,93.93590006760286,1,4,16
955,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
956,144071.5,4,338,452,152776,8704.5,5.69755720793842,92.57154938791956,1,4,16
957,103886.0,7,338,452,152776,48890.0,32.00109964915956,73.96580703532956,2,1,3
958,135780.0,7,338,453,153114,17334.0,11.32097652729339,86.28688756285962,1,0,4
959,146202.0,4,338,452,152776,6574.0,4.303031889825627,93.62332812904008,1,4,16
